text,substance_label,symptom_labels
These instances have led to a recent warning letter to physicians and a change in the prescription labeling of tegaserod.,none,['none']
"Successful application of permanent rapid atrial pacing requires (1) prescreening of patients with temporary external rapid atrial pacing to verify susceptibility to conversion of supraventricular tachycardia and absence of anomalous conduction pathways that may permit conduction of rapid pacing rates to the ventricles, and (2) assessment of the patient's ability to use the transmitter properly.",none,['none']
This prompted the patient to discontinue all herbal supplements with the subsequent resolution of his lightheadedness and orthostasis.,none,['none']
Aminophylline hypersensitivity apparently due to ethylenediamine.,none,['adverse_event']
"In this report, one patient who developed gangrene after bleomycin and vincristine/vinblastine chemotherapy for AIDS-related Kaposi's sarcoma and another HIV-infected patient who exhibited symptoms of severe Raynaud's phenomenon related to the same regimen are presented.",none,['adverse_event']
CASE SUMMARY: A 25-year-old postpartum white woman developed multiple watery stools and abdominal cramping on day 6 of therapy with clindamycin vaginal cream for bacterial vaginosis.,none,['adverse_event']
"Repeated exposure and rechallenge of the subject to sulindac was deemed too dangerous, and precludes exact method to establish mechanisms to explain this transient, reproducible, idiosyncratic, adverse drug reaction.",none,['none']
"Treatment with protease inhibitors in some persons infected with HIV-1 is associated with a syndrome of lipodystrophy manifesting as peripheral lipoatrophy, relative central adiposity, insulin resistance, and serum lipid abnormalities.",none,['none']
"Treatment with CPH 82, a mixture of two benzylidated podophyllotoxin glycosides, has been shown to improve inflammatory activity in patients with RA.",none,['none']
Papilledema without peripheral neuropathy in a patient taking perhexiline maleate.,none,['adverse_event']
Poorly controlled hypertension in a painter with chronic lead toxicity.,none,['pain']
After oral L-thyroxine treatment the goiter disappeared.,none,['none']
Mechanism of topiramate-induced acute-onset myopia and angle closure glaucoma.,none,['adverse_event']
Despite a response of the meningeal tumor the patient developed in the third week of MTX treatment a progressive visual loss and loss of consciousness which worsened during subsequent Ara-C treatment and led to death within 3 weeks.,none,['adverse_event']
IFN-alpha therapy was suspended and a treatment with l-T4 started.,none,['none']
"In one patient, treatment with DCA was associated with a decrease in blood lactate levels from 11.2 mM before treatment to 0.8 mM 16 h later.",none,['adverse_event']
Lately these episodes were followed by brief spell of unconsciousness.,none,['none']
DISCUSSION: No published clinical studies in patients receiving clindamycin vaginal cream for bacterial vaginosis have documented C. difficile toxin in stool samples of patients with diarrhea.,none,['adverse_event']
Four cases suggesting that a reduction in the daily dose or withdrawal of an antidepressant may produce symptoms of major depression within hours to days are presented.,none,['none']
There are several known or suspected predisposing factors.,none,['none']
Steroid induced avascular necrosis of bones in eighteen sites: a case report.,none,['none']
A case report.,none,['none']
"A 37-year-old Japanese woman received an anticancer drug for 5 years following resection of mammary cancer and then developed widespread mollusca contagiosa, which we considered to be caused by immunosuppression induced by the chemotherapy.",none,['none']
"Several case reports of aplastic anemia with use of acetazolamide, and two cases with use of methazolamide, have appeared in the literature.",none,['adverse_event']
"However, a recent post-marketing survey in Japan revealed that interstitial pneumonia occurred in 4 among approximately 2 000 Japanese patients treated with sorafenib.",none,['adverse_event']
"We present a fatal case of subacute methanol toxicity with associated diffuse brain involvement, including bilateral putaminal necrosis and cerebral edema with ventricular compression.",none,['adverse_event']
It is activated by cytochrome P450 to form reactive metabolites that bind covalently to DNA to create adducts.,none,['none']
Upbeating nystagmus resulting from anticonvulsant intoxication.,none,['none']
"Following several of these courses of therapy, respiratory distress occurred 9 to 12 days after the chlorambucil was given.",none,['adverse_event']
"Both had impaired lung function and abnormal computed tomographic scans, and their condition improved when nitrofurantoin was withdrawn and corticosteroid treatment commenced.",none,['adverse_event']
Thrombocytosis under ciprofloxacin and tazobactam/piperacillin.,none,['adverse_event']
In the second patient an early diagnosis was made and treatment promptly instituted.,none,['none']
CONCLUSIONS: The results of this self-selected case series must be interpreted with caution.,none,['none']
"A patient receiving vancomycin for a serious staphylococcal infection had a lupus-like syndrome characterized by a malar rash, pain and erythema of the cartilage of both ears, and tender erythematous and hemorrhagic lesions of the finger tips.",none,"['rash', 'pain']"
"Similar cases were previously described associated with captopril treatment, but not with enalapril.",none,['none']
The observations made in these three patients may give support to the hypothesis that cholinergic activity has pathogenic significance in depressive syndromes.,none,['none']
"Enoxaparin therapy was discontinued, and the patient was maintained on oral warfarin.",none,['none']
"A toxic encephalopathy characterized by depressed level of consciousness, marked irritability, and ataxia developed in seven children, 5 years of age and younger, following administration of an antiemetic combination of pentobarbital and pyrilamine maleate.",none,['adverse_event']
Several plasma and urine samples from the final stage before and during peritoneal dialysis were analyzed by GC/MS.,none,['none']
Hepatotoxicity associated with 6-thioguanine therapy for Crohn's disease.,none,['adverse_event']
Prompt resolution of her jaundice followed the initiation of methionine therapy.,none,['none']
Mucin-producing adenocarcinoma has been extensively studied in relation to this phenomenon.,none,['none']
"Despite of the administration of intensive therapies, she died of disseminated intravascular coagulation (DIC) and septic shock due to bone marrow depression 6 days after admission.",none,['none']
Hyperammonemia secondary to valproic acid as a cause of lethargy in a postictal patient.,none,['adverse_event']
INTERVENTIONS: Treatment with aspirin and prednisone in one patient.,none,['none']
The experience obtained from the medical management of these patients is valuable for the treatment of such patients in the future.,none,['none']
The same test were negative in five control patients.,none,['none']
"RESULTS: In total, 22 patients were treated with a combination of raltitrexed 3 mg/m2 every 3 weeks and mitomycin-C 7 mg/m2 every 6 weeks for up to 24 weeks.",none,['none']
Successful treatment of influenza A virus by oseltamivir in bone marrow transplant recipients.,none,['none']
"To our knowledge, these cases are the first published reports of lovastatin-induced rhabdomyolysis associated with azithromycin and clarithromycin.",none,['adverse_event']
Early peritoneal dialysis has not previously been reported for lisinopril induced multiorgan failure.,none,['adverse_event']
PURPOSE: This paper reviews five newly diagnosed cases of DM type 1 in Israeli Air Force aviators that presented over the last 15 yr.,none,['none']
"She also took nifedipine, atenolol, clonidine, prednisone, aspirin, and potassium chloride throughout pregnancy.",none,['none']
We report a case of intrauterine contraceptive device (IUD) associated pelvic actinomycosis due to Actinomyces urogenitalis in a previously healthy young adult woman.,none,['none']
"All patients had symptomatic hypocalcaemia, including a tonic-clonic seizure and tachyarrhythmia in one case.",none,['seizure']
"RMT and AMT were lower, MEP size was larger, ICI was decreased while ICF was slightly diminished during treatment.",none,['none']
BACKGROUND: Cytomegalovirus (CMV) infection is a common cause of morbidity and mortality among patients receiving chronic maintenance immunosuppression and is often considered the most important infection in renal transplantation.,none,['none']
Hypersensitivity to this agent appears to develop after frequent exposure such as with the once-weekly regimens often used to treat brain tumors in pediatric patients.,none,['none']
"We describe a case of endocarditis due to Lactococcus cremoris associated with cheese consumption, that caused multiple mycotic aneurysms.",none,['none']
"The third patient had been suffering from serious akathisia while on risperidone, and was cured after switching to olanzapine, but thereafter the patient suffered from RLS at nighttime.",none,['adverse_event']
"Six patients presented with clinical, biochemical and histological evidence of severe hepatitis after taking herbal remedies.",none,['none']
"We describe an 82-year-old woman treated with the fluoroquinolone, moxifloxacin, during a course of ECT.",none,['none']
RESULTS: A 9-year-old male who underwent orthokeratology treatment for 6 months suffered from a corneal ulcer.,none,['none']
The use of beclomethasone diproprionate inhaler complicated by the development of an eosinophilic pneumonia reaction.,none,['adverse_event']
The use of felbamate in patients with periodic lateralized epileptiform discharges (PLEDs).,none,['none']
She was treated with acyclovir and subsequently developed VZV antigen-positive zoster.,none,['adverse_event']
This brief period of patient education is time well spent--it will help maintain proper compliance and allay the upset that many of your patients may have if they encounter negative opinions about lindane in  the lay and medical press or from other health professionals.,none,['none']
DESIGN: Case report.,none,['none']
She had been on an immunosuppressive regimen for the past 8 years including steroids and Azathioprine.,none,['none']
Large cerebral infarction during praziquantel therapy in neurocysticercosis.,none,['adverse_event']
"Data obtained from animal studies support the established hypothesis that lactate is distributed like other weak organic acids at steady-state; hence, alkalemia should favor a shift of lactate from the intracellular fluid (ICF) to the extracellular fluid (ECF).",none,['none']
"However, significant changes in vital signs (hyper- and hypotension) and cardiac conduction abnormalities were observed in a few patients, notably in elderly patients.",none,['none']
Her serum total cholesterol was 515 mg/dl and triglyceride was 3378 mg/dl despite administration of 10 mg of simvastatin daily.,none,['none']
"This case demonstrates that itraconazole may be effective treatment for dermatophytosis, even in immunocompromised hosts, and that there is no cross-reactivity between ketoconazole and itraconazole.",none,['none']
"Ciprofloxacin is among the standard treatments for infected ischemic ulcers; in the rare case of ciprofloxacin-induced hemorrhagic vasculitis, it might be interpreted as progression of infection, instead of a complication of the treatment, thus leading to faulty diagnosis and treatment.",none,['adverse_event']
We evaluated fluoxetine in six patients with poorly controlled cataplexy by beginning patients on a single 20 mg dose without any change in their current medications.,none,['none']
"Thirty-six patients with AL received, in a three-month period, 51 cycles of combined chemotherapy which included, in all of them, cytosine arabinoside (ARA-C); among them, along with myelosuppression, five experienced fever, infectious complications, gastrointestinal tract symptoms and severe myalgias.",none,['adverse_event']
Acute myocardial necrosis during administration of amsacrine.,none,['adverse_event']
"Although both patients recovered from the colitis after the administration of vancomycin, the first case demonstrated a relapse of the colitis after receiving a subsequent course of the same chemotherapy with cisplatin.",none,['adverse_event']
"The etiology of acute liver dysfunction was unknown, however, we believe that the combination of oral glucocorticoid and lispro insulin was suitable and useful for preventing recurrent liver dysfunction in this patient.",none,['none']
High-resolution CT (HRCT) findings of this disease were compared with the pathology.,none,['none']
Gallstones and bile sludge are common side effects of octreotide therapy but rarely become symptomatic or require treatment.,none,['adverse_event']
Oxcarbazepine-induced Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS).,none,['adverse_event']
Transurethral resection of the mass revealed a leiomyosarcoma.,none,['none']
CASE SUMMARY: We report a case of scleroderma with DIHS associated with paramyxovirus infection.,none,['none']
These results indicate that rEpo may benefit some patients with MDS and AA who are dependent on red cell transfusions while further studies will be necessary to elucidate the mechanism by which rEpo stimulates erythropoiesis and improves anemia in patients with these diseases.,none,['none']
We report the confocal microscopic findings in a case of interlamellar stromal keratopathy induced by elevated intraocular pressure (IOP) after laser in situ keratomileusis (LASIK).,none,['none']
"Thus, the value of close monitoring and when, if ever, it is safe to stop such monitoring are currently unclear.",none,['none']
The diagnosis of acute myocarditis with an eosinophilic infiltrate was established as the cause of death.,none,['none']
"METHODS: [1] Trachea specimens excised from 15 healthy ferrets were incubated in culture plates lined with 200 mg of VVR, and the mucin secretion was compared to those from controls without VVR.",none,['none']
"Both had impaired lung function and abnormal computed tomographic scans, and their condition improved when nitrofurantoin was withdrawn and corticosteroid treatment commenced.",none,['adverse_event']
"Upon admission, the patient's vital signs were found to be within normal limits, as were his liver profile results, complete blood count, thyroid-stimulating-hormone level, and serum chemistry panel.",none,['none']
"We suggest that a combination of anti-TNF-alpha, plasmapheresis and high-dose intravenous gammaglobulin may be a safe and effective therapy for pregnant patients suffering severe lupus nephritis.",none,['none']
"Here we report the case of a 43-year-old Japanese woman with acute myelogenous leukemia who underwent 2 unrelated cord blood transplantations (UCBT), terminating in fatal disseminated tuberculosis (TB).",none,['none']
"In rats, prophylactic lithium administration inhibits reserpine-induced dopamine depletion in the brain.",none,['none']
All of the patients manifested an increase in serum CK levels 1 to 3 months after the administration of antithyroid drugs.,none,['none']
No benefit has been shown from adding bivalirudin to a GP IIb/ IIIa inhibitor.,none,['none']
CONCLUSION: Catheter failure is a common cause of intrathecal drug delivery problems and may be difficult to diagnose.,none,['none']
"A patient presented with a painful, oedematous, cyanosed hand having injected a solution of diamorphine and methylphenidate into his radial artery.",opioid,['pain']
Drug-induced fever should be considered in patients who have unexplained high temperatures during diltiazem therapy.,none,['adverse_event']
Possible mechanisms of esophageal spasm and its relief with glucagon are discussed.,none,['none']
Iatrogenic ergotism is the primary source of ergot intoxication.,none,['none']
"BACKGROUND: Gemcitabine has mild renal toxicity, but cases of gemcitabine-associated hemolytic-uremic syndrome (HUS) have been reported.",none,['adverse_event']
"A mentally retarded 23-year-old woman with myoclonic astatic epilepsy developed an abnormal posture of extreme forward flexion, called camptocormia, during valproate monotherapy.",none,['adverse_event']
Cutaneous ulceration: an unusual complication of intravenous pentamidine therapy.,none,['adverse_event']
Food and Drug Administration in 1989 for treatment of severely ill schizophrenic patients.,none,['none']
Our patient was a 32-year-old man who tested positive for HCV in July 1997.,none,['none']
The patient was placed on ethacrynic acid until she was desensitized to furosemide.,none,['none']
The anterior mediastinum was closed with an omental flap that was allowed to epithelize spontaneously.,none,['none']
7. The vast majority of patients reported in the literature with ANLL complicating underlying malignancies have received cytotoxic drugs for prolonged periods (median 3 1/2 years) and leukemia developed most commonly 3 to 5 years after the diagnosis of the underlying disease.,none,['none']
A case of recurrent impetigo herpetiformis with a positive family history.,none,['none']
Both renal allografts had to be removed because of renal artery rupture secondary to Candida albicans infection.,none,['none']
"Ethambutol is frequently used in the treatment of tuberculosis, and, although optic neuropathies have been reported with the use of ethambutol, this adverse side effect has been considered to be rare and generally reversible with discontinuation of the medication.",none,['adverse_event']
The combined occurrence of bronchial anthracostenosis and mediastinal fibrosis in association with wood-smoke exposure has not been previously reported.,none,['none']
"Cryptococcus neoformans has been reported to be isolated from blood cultures in around 20% of patients with cryptococcosis, and cryptococcemia has been correlated with poor prognosis.",none,['none']
The present patient was diagnosed with congenitally corrected transposition of the great arteries (cc-TGA) and underwent systemic atrioventricular valve replacement for severe insufficiency at 23 years of age.,none,['none']
In this article the possibility of using the Minirin (desmopressin) in maxillofacial surgery in person with hemostatic disorders has been described.,none,['none']
Angioedema and maculopapular eruptions associated with carbamazepine administration.,none,['adverse_event']
PEComas demonstrated loss of TSC2 protein expression and evidence of baseline mTORC1 activation.,none,['none']
One patient had partial responses in both treated tumors.,none,['none']
"A 15-year-old boy had temporary hypertropia, supraduction deficit, ipsilateral mydriasis, and accommodative paresis after bilateral endoscopic ethmoidectomy, bilateral partial inferior turbinectomy, septoplasty, and Caldwell-Luc procedures for chronic sinusitis.",none,['none']
The increased libido disappeared after fluvoxamine was discontinued.,none,['adverse_event']
Four patients did not receive MB and all recovered only after 48 h.,none,['none']
This is the first series of cases to be reported demonstrating the potentially blinding complications of topical facial steroids.,none,['none']
"Between March and May 1996, the patient was admitted several times to a neurology clinic, where myasthenia gravis was diagnosed and treatment with pyridostigmine and cyclosporine was initiated.",none,['none']
Carbamazepine-induced Diabetes mellitus.,none,['adverse_event']
Widespread cutaneous vasculitis associated with diltiazem.,none,['adverse_event']
"After stopping isoniazid, his breast swelling subsided to some extent and became non-tender.",none,['none']
"Indium-111-labeled-leukocyte scintigraphy was performed on three febrile patients, two of whom had no signs or symptoms referable to the respiratory tract.",none,['none']
"In this report, one patient who developed gangrene after bleomycin and vincristine/vinblastine chemotherapy for AIDS-related Kaposi's sarcoma and another HIV-infected patient who exhibited symptoms of severe Raynaud's phenomenon related to the same regimen are presented.",none,['adverse_event']
METHOD: Demonstration of the occurrence of agitated dysphoria after loss of response to an antidepressant following continuous administration through 7 years of euthymia; with a worsening on dose increase; and recurrence of agitation on re-exposure 1 year later; in a patient whose previous dysthymia and recurrent depressions had no recognizable manic or hypomanic features.,none,['none']
Cerebral vasospasm on MR angiography (MRA) has been noted in cases due to eclampsia.,none,['none']
Fifteen shots of 0.06 mJ were needed.,none,['none']
"The total number of nucleated cells infused was 0.8 x 108/kg, with CD34+ cells 1.8 x 106/kg and CFU-GM 1 x 104/kg.",none,['none']
"Cyclosporine is a potent inhibitor of simvastatin metabolism, and may therefore facilitate simvastatin-induced rhabdomyolysis.",none,['adverse_event']
METHODS: Case report.,none,['none']
Aquagenic syringeal acrokeratoderma.,none,['none']
"RESULTS: A woman with a >15-year history of ovarian cancer experienced severe neurotoxicity (peripheral neuropathy, hearing loss), underwent aggressive resection of asymptomatic and long-standing metastatic disease in the liver (with tumor recurrence <1 year after surgery), and subsequently died of secondary acute leukemia.",none,['none']
"However, he developed significant bradycardia.",none,['none']
"When thrombosis develops during heparin treatment, it is important to suspect HITTs and to assay for the associated antibodies, regardless of the actual platelet count.",none,['adverse_event']
"The calculated median cumulative dose of gemcitabine was 20,000 mg/m(2) (range, 2,450 to 48,000 mg/m(2), or a total of 70,000 mg).",none,['none']
"A drug lymphocyte stimulation test was positive only for calcium stearate, an additive contained in the homochlorcyclizine hydrochloride tablet.",none,['none']
Oculogyric crisis is a neurologic reaction characterized by bilateral dystonic elevation of visual gaze as well as hyperextension of the neck.,none,['none']
OBJECTIVE: To report a fatal case of toxic epidermal necrolysis in a man who was treated with oral ofloxacin for epididymitis.,none,['adverse_event']
RESULTS: A 44-year-old man taking naproxen for chronic low back pain and a 20-year-old woman on oxaprozin for rheumatoid arthritis presented with tense bullae and cutaneous fragility on the face and the back of the hands.,none,['pain']
"Immunosuppression could disseminate tuberculous focuses, resulting in extracervical involvement of SD connected with the underlying extrapulmonary tuberculous lesions.",none,['none']
"DISCUSSION: Amphotericin B deoxycholate has been reported to produce significant cardiac toxicity, with ventricular arrhythmias and bradycardia reported in overdoses in children and in adults with preexisting cardiac disease, even when administered in conventional dosages and infusion rates.",none,['overdose']
"We report a case of a 60-year-old woman affected by squamous lung carcinoma, who developed paroxysmal supraventricular tachycardia during cisplatin and etoposide combination chemotherapy.",none,['adverse_event']
Immunosuppressive treatment of rippling muscles in patients with myasthenia gravis.,none,['none']
"Usually, these patients develop hepatitis B surface antigen (HBsAg) seroreversion during the flare.",none,['none']
"A 52-year-old, white female developed low-grade fever, cough, and dyspnea after 8 weeks treatment with sodium aurothiomalate for rheumatoid arthritis.",none,['dyspnea']
Post-transplant lymphoproliferative disorder following cytomegalovirus reactivation in a lung recipient.,none,['none']
The subjects were confined to female patients to exclude patients with potential prostate hypertrophy.,none,['none']
Splenic hemorrhage: a complication of tissue plasminogen activator treatment.,none,['adverse_event']
Ruptured Meckel diverticulum mimicking mucositis in a patient receiving induction therapy for high-risk acute lymphoblastic leukemia.,none,['none']
"Neuroleptic-induced ""painful legs and moving toes"" syndrome: successful treatment with clonazepam and baclofen.",none,['pain']
The present case is the first report of hypercalcemia induced by vitamin D3 ointment and thiazide simultaneously.,none,['adverse_event']
We report two pediatric cases who developed veno-occlusive disease-like hepatotoxicity while receiving chemotherapy for Wilms' tumor and clear cell sarcoma of kidney.,none,['none']
The catheter was removed and the abscess was drained.,none,['none']
"A 48-year-old woman with known epilepsy presented to the Emergency Department with a 1-day history of decreasing coordination, impaired speech, and recurrent falls.",none,['none']
The clinical symptoms of gastric mucosa foveolar hyperplasia due to long-term PGE1 therapy simulate hypertrophic pyloric stenosis.,none,['adverse_event']
We describe two dark-skinned patients who developed hyperpigmented skin and tongue lesions during combination therapy with IFN and ribavirin.,none,['adverse_event']
"Although not typical, this result was suspicious of tumor seeding, the more since the lesions appeared in gray matter areas outside the high-dose-rate irradiation field.",none,['none']
CONCLUSIONS: Clinicians should be aware of the possible association of thrombocytopenia with lansoprazole and discontinue the drug if thrombocytopenia becomes apparent.,none,['adverse_event']
Smoke inhalation injury from newer synthetic building materials--a patient who survived 205 days.,none,['none']
Patients were followed with sequential ocular examinations for a maximum of 36 weeks.,none,['none']
"Three days after intravitreal injection of bevacizumab, acute ocular ischemic syndrome occurred.",none,['adverse_event']
"RSV was the only infectious agent that could be isolated, and treatment with aerosolized ribavirin lead to prompt improvement of all symptoms.",none,['none']
"After cessation of chemotherapy, the pulmonary lesions resolved and all three patients sustained their remissions.",none,['none']
Alopecia is a rare but important side effect of anti-parkinsonian medications.,none,['none']
We describe the case of a man with dermatomyositis and stage IV nasopharyngeal cancer treated with chemoradiotherapy and s.c. amifostine.,none,['none']
"Skin rash began after 2 weeks of treatment, and signs of hepatocellular failure developed 3 weeks after phenobarbital had been started.",none,['rash']
"To our knowledge, this is the second report of HSOS after standard dose chemotherapy for brain tumor in childhood.",none,['none']
Fournier's gangrene complicating aggressive therapy for hematologic malignancy.,none,['none']
"Postmortem examination revealed white matter vacuolation in the brain stem tegmentum and cerebellar hemispheres similar to that seen in toxicity from hexachlorophene, to which our patient was not exposed.",none,['none']
Polymicrobial sepsis is sometimes seen due to enteric organisms adhering to the parasite.,none,['none']
"A treatment, possibly radiation-associated tumor cell alteration resulting in a different catecholamine production, is discussed.",none,['none']
"Clinical manifestations resolved after surgical drainage of the thyroid abscess, prolonged antibiotherapy and diminution of immunosuppressive regimen.",none,['none']
"However, many patients who should receive or be offered preventive treatment are not.",none,['none']
Adalimumab belongs to the group of tumour necrosis factor-alpha inhibitors and has been approved for the treatment Crohn's Disease since 2007.,none,['none']
Management of pericatheter cerebrospinal fluid leak after intrathecal implantation of a drug delivery system.,none,['none']
"Common adverse events (frequency 10%) of lacosamide doses up to 600 mg/day include nonspecific central nervous system effects (e.g., dizziness, ataxia, diplopia, and somnolence).",none,['dizziness']
"We present a case of typhlitis in a patient with advanced non-small cell lung cancer (NSCLC) who received pemetrexed, as second-line chemotherapy treatment.",none,['none']
"Although rare, this complication may not be disregarded in the cases that require intraocular corticosteroids for treatment of several conditions, especially in patients who had previously suffered from toxoplasmosis infection.",none,['none']
"TEN is a disease of both children and adults, but TEN in early infancy is a rare event; only two well-documented cases in infants less than 6 months of age have been reported.",none,['none']
"All three cases demonstrate that hyperosmolar hyperglycemic nonketotic coma is a serious potential complication of systemic steroidal therapy, even in a short course of treatment such as is often used in ophthalmology.",none,['none']
On admission she had 2-3+ pitting edema.,none,['none']
"A 64 year old man with recurrent metastatic squamous cell carcinoma of the head and neck developed severe skin rash and bone marrow aplasia 4 and 7 days, respectively, following a single dose of 40 mg/m2 methotrexate (MTX).",none,['rash']
Thiazide diuretic therapy and chronic photosensitivity.,none,['none']
The presence of lichen ruber planus and GH insufficiency probably secondary to empty sella are two unusual findings in patients with APECED.,none,['none']
Sunburn may sometimes be a major injury in psoralen users because high doses or inappropriate use of the drug may render the skin extremely sensitive.,none,['adverse_event']
"Glatiramer acetate (copolymer 1, Copaxone) is a mixture of synthetic polypeptides and is used for the treatment of multiple sclerosis.",none,['none']
Bleomycin pneumonitis potentiated by oxygen administration.,none,['adverse_event']
Eye movement disorders in bone marrow transplant patients on cyclosporin and ganciclovir.,none,['adverse_event']
"An evaluation of ovarian structure and function should be considered in women of reproductive age being treated with valproate for epilepsy, especially if they develop menstrual cycle disturbances during treatment.",none,['adverse_event']
This is the first reported use of high-dose-rate remote brachytherapy (HDR) to treat RMS in young children.,none,['none']
The risk of new-onset diabetic ketoacidosis in patients with diabetic risk factors who are taking perospirone hydrochloride or other atypical antipsychotics should be kept in mind.,none,['adverse_event']
"Cerebrovascular complications were the most frequent and were seen in 51% of the liver, 59% of the heart, 58% of the lung, 50% of the heart-lung, 49% of the kidney and 44% of the bone marrow allografts.",none,['none']
After recovery CT scan follow-up showed marked cerebral atrophy which did not exist prior to the state of coma.,none,['none']
He was given adriamycin 50 mg/m2 and cyclophosphamide 350 mg/m2 for 6 days followed by 4 days of vincristine 1 mg/m2 and bleomycin 10 mg/m2.,none,['none']
We review similar reported cases and discuss the direct actions of glucocorticoids on the brain.,none,['none']
"The current report describes a man who was prescribed zonisamide for epilepsy and subsequently developed widespread skin rash, acute kidney injury, high-grade fever, eosinophilia, liver dysfunction, lymphadenopathy and an increase in antihuman herpesvirus-6 immunoglobulin G titer.",none,['rash']
Mutations were detected in the precore region (nt1896) of HBV.,none,['none']
CASE SUMMARY: A febrile 36-year-old seaman from Mumbai (Bombay) was prescribed >5 times the usual dose of chloroquine for malaria diagnosed empirically onboard ship.,none,['none']
"Even though AZ tends to strongly bind to plasma protein and its clearance is generally poor by hemodialysis (HD), in our patient, HD was observed to be rather effective since the clearance of AZ was 45.8 ml/min on HD and 66 ml/min on direct hemoperfusion (DHP).",none,['none']
Other causes of acute hepatocellular necrosis were excluded.,none,['none']
This is a case report of fatal cryptococcal meningitis in a child with systemic lupus erythematosus being treated with prednisolone and azathioprine.,none,['adverse_event']
A retrospective review of TTP patients with quinine-associated thrombotic microangiopathy (TMA) for whom ADAMTS13 was measured before plasma exchange was performed.,none,['adverse_event']
The patients were followed up for an average of 32 months (range 16-75 months).,none,['none']
"This paper presents 3 sisters with Gitelman syndrome who could not tolerate magnesium supplements, and whose hypotension and polyuria were eliminated by taking 2 mg/kg/day indometacin, but who grew poorly.",none,['none']
Putative drug-related pemphigus foliaceus in four dogs.,none,['none']
"Use of recombinant human hemopoietic colony-stimulating factor was reported to be of benefit in patients who developed agranulocytosis, although there is still some doubt regarding the efficacy in AA.",none,['none']
Case report.,none,['none']
She had been treated before with other antipsychotic drugs.,none,['none']
All-trans retinoic acid (ATRA) has been used successfully in inducing remission in patients with acute promyelocytic leukemia (APL).,none,['none']
The skin lesions disappeared almost completely within three months.,none,['none']
"This is the first reported case of CNS excitatory toxicities in a patient with alcoholic hepatitis and cirrhosis, and normal renal function.",none,['none']
The mechanism of the interaction is probably inhibition of glipizide metabolism rather than protein-binding displacement.,none,['none']
Severe slowly resolving heroin-induced pulmonary edema.,opioid,['none']
A 60 year-old woman with chronic renal failure developed acute proximal muscle weakness after receiving a regular dosage of colchicine.,none,['adverse_event']
Brain biopsy in all three disclosed PML and marked perivascular lymphoplasmacytic infiltration.,none,['none']
Successful treatment of invasive aspergillosis complicating prolonged treatment-related neutropenia in acute myelogenous leukemia with amphotericin B lipid complex.,none,['none']
"METHODS: Switching of agents took place in two ways: converting only antipsychotic medications followed by other psychotropics, and changing all psychotropics simultaneously.",none,['none']
"CONCLUSION: The new quinolone derivatives (levofloxacin, sparfloxacin, grepafloxacin, trovafloxacin, gatifloxacin and moxifloxacin), also called gyrase inhibitors, are known for their potential to cause central nervous system-related adverse effects, including headache, dizziness and insomnia.",none,"['dizziness', 'headache']"
An oral glucose tolerance test showed impaired glucose tolerance with marked insulin resistance.,none,['none']
"An alternative preparation, Mastisol, was successfully used without primarily inducing allergy.",none,['none']
"Pancreatic autoantibody tests were negative before the start of therapy, but a significant increase in glutamic acid decarboxylase (GAD) antibody titer was seen after 24 weeks of treatment.",none,['none']
"The subsequent clinical course was unremarkable until postoperative day 146, when a deep stromal infiltrate was present at the graft-host junction, associated with a dense endothelial plaque.",none,['none']
"Magnetic resonance imaging brain showed features of posterior reversible encephalopathy syndrome, a recognised but rare complication of hypertension in children.",none,['none']
Risks and benefits should be seriously considered before starting treatment.,none,['none']
"EEG was abnormal and somatosensory-evoked potentials (SEPs) showed giant SEPs, transcortical reflex (C reflex) and jerk locked potentials.",none,['none']
One patient died of a self-inflicted gunshot wound.,none,['none']
During these episodes she was lost in herself.,none,['none']
A clinical case of Cheyletiella infestation on a dog born and raised in Korea is reported.,none,['none']
A patient with severe cholestatic jaundice induced by captopril is presented.,none,['adverse_event']
Steroids are used extensively in modern medicine and dentistry for their anti-inflammatory and immunosuppressive properties.,none,['none']
"ARDS has been associated with the administration of other monoclonal antibodies, such as infliximab, gemtuzumab ozogamicin, and OKT3 and is believed to be directly mediated by release of proinflammatory cytokines.",none,['adverse_event']
"Continuous PGE1 administration ensures patency of the ductus arteriosus, which is essential for stabilizing the general condition until cardiac surgery can be performed.",none,['none']
"However, both patients had abnormally large epidural fat deposits as an underlying and contributing condition.",none,['none']
"Serum sickness consists of a systemic reaction resulting from the formation of soluble circulating immunocomplexes after the introduction of a foreign substance into the body We studied a 38-year-old woman diagnosed with anxiety, depression and right sacroileitis who was treated with phenylbutazone, ranitidine, clomipramine and levomepromazine.",none,['anxiety']
"Six of 13 outpatients with schizophrenia who participated in a ten-week open trial of risperidone had an initial good response to the medication followed by development of intolerable affect, including feelings of agitation and depression and periods of crying and insomnia.",none,['adverse_event']
We describe three HIV-infected patients who were given MTX for severe psoriatic arthritis.,none,['none']
"His muscle symptoms were involved in four limbs and tongue, and deep tendon reflexes were exaggerated.",none,['none']
"In order to investigate the mechanism of late asthmatic response (LAR), inhibitory effects of various drugs for LAR were examined in two wheat flour-sensitive asthmatic subjects who showed immediate and late responses in the allergen provocation test and skin test.",none,['none']
After reviewing the literature we suggest the CPM was a complication of lithium toxicity which affected the lateral geniculate nucleus which produced blindness.,none,['adverse_event']
